Clausilia rugosa penchinati;1057910;2;2;2
Cochlodina bidens;1139041;0;1;0
Cochlodina costata;890239;4;4;0
Cochlodina dubiosa;1057398;3;3;0
Cochlodina fimbriata;449616;6;8;1
Cochlodina laminata;312028;37;67;4
Cochlodina meisneriana;965635;38;38;2
Cochlodina mesnerianna;1056656;1;1;0
Cochlodina orthostoma;387485;8;10;2
Cochlodina triloba;1057655;4;12;0
Delima hiltrudis;1139113;1;1;0
Clausilia dubia;312042;158;163;28
Clausilia dubia dubia;1021689;40;43;9
Dilataria succineata;856602;1;2;0
Dobatia goettingi;1139046;1;1;0
Elia moesta;1139089;0;1;0
Erjavecia bergeri;856573;3;4;2
Fusulus interruptus;856549;7;7;1
Herilla bosniensis;856568;2;3;0
Idyla bicristata;898813;3;3;1
Inchoatia hausknechti;27665;8;8;3
Inchoatia inchoata;27641;6;6;3
Inchoatia megdova;27664;8;8;3
Sericata regina;27637;2;2;1
Isabellaria almae;27656;1;1;1
Isabellaria clandestina;27654;2;2;2
Isabellaria isabellina;27653;1;2;1
Sericata lutracana;27638;1;1;1
Isabellaria perplana;27651;1;1;1
Isabellaria riedeli;27648;1;1;1
Isabellaria saxicola;27647;1;1;1
Isabellaria thermopylarum;27646;1;1;1
Isabellaria vallata;27644;3;3;2
Julica schmidtii;1057400;4;4;1
Laciniaria plicata;457284;16;23;0
Lampedusa imitatrix;988171;4;4;2
Lampedusa lopadusae;1139115;0;1;0
Leucostigma candidescens;1139117;0;1;0
Macedonica pangaionica;1140985;1;1;0
Macrogastra asphaltina;1057401;2;4;2
Macrogastra attenuata;312070;24;36;1
Macrogastra badia;449618;8;9;2
Macrogastra borealis;1057402;6;13;1
Macrogastra densestriata;856600;7;7;1
Macrogastra lineolata;545409;0;5;0
Macrogastra mellae;446939;15;21;1
Macrogastra plicatula;312025;23;47;6
Macrogastra plicatula plicatula;1160746;3;3;2
Macrogastra rolphii;1057410;8;8;1
Macrogastra tumida;856553;10;12;1
Macrogastra ventricosa;312026;19;21;2
Medora garganensis;669153;5;5;1
Medora italiana;27631;6;6;2
Medora macascarensis;669154;4;4;1
Medora milettiana;669155;4;4;1
Medora pollinensis;669151;10;10;2
Medora punctulata;669152;16;16;1
Montenegrina apfelbecki;904554;5;11;1
Montenegrina attemsi;901056;10;10;2
Montenegrina attemsi attemsi;901057;5;5;1
Montenegrina cattaroensis;796171;26;26;9
Montenegrina cattaroensis umbilicata;796201;12;12;6
Montenegrina dennisi;27629;1;2;1
Montenegrina dofleini;796163;92;92;17
Montenegrina dofleini dofleini;796169;10;10;4
Montenegrina drimmeri;904555;7;7;2
Montenegrina fuchsi;796178;24;24;8
Montenegrina fuchsi fuchsi;796179;7;7;3
Montenegrina grammica;796181;4;4;3
Montenegrina grammica grammica;796182;2;2;1
Montenegrina haringae;904556;5;5;1
Montenegrina helvola;796192;24;24;10
Montenegrina helvola carinata;901063;6;6;1
Montenegrina hiltrudae;796160;73;73;17
Montenegrina hiltrudae dennisi;796173;5;5;1
Montenegrina janinensis;795614;8;8;2
Montenegrina okolensis;796190;4;5;1
Montenegrina okolensis caesia;901082;0;1;0
Montenegrina laxa;796183;46;46;18
Montenegrina lillae;904557;5;5;1
Montenegrina minuscula;795613;5;5;2
Montenegrina minuscula minuscula;999581;3;3;2
Montenegrina nana;796156;13;13;4
Montenegrina nana barinai;796157;5;5;1
Montenegrina perstriata;796165;84;85;29
Montenegrina perstriata callistoma;796166;16;16;3
Montenegrina prokletiana;901090;17;17;4
Montenegrina prokletiana kovacsorum;901091;8;8;2
Montenegrina rugilabris;796167;32;32;10
Montenegrina rugilabris golikutensis;796168;5;5;2
Montenegrina skipetarica;796154;98;98;24
Montenegrina skipetarica flava;901096;5;5;1
Montenegrina soosi;795615;8;8;5
Montenegrina sporadica;796158;6;6;2
Montenegrina sporadica sporadica;999578;4;4;2
Montenegrina stankovici;795612;27;27;2
Montenegrina sturanyana;901104;8;8;4
Montenegrina sturanyana gropana;901105;5;5;2
Montenegrina subcristata;795617;101;101;35
Montenegrina timeae;904558;6;6;2
Montenegrina tomorosi;796204;40;40;11
Montenegrina tomorosi coerulescens;796205;12;12;5
Montenegrina zilchi;795616;4;4;1
Muticaria macrostoma;988165;6;6;1
Muticaria macrostoma scalaris;988166;2;2;1
Muticaria mamotica;988168;3;3;3
Muticaria oscitans;988169;9;9;4
Muticaria syracusana;27627;1;2;1
Neniatlanta pauli;1139056;1;2;0
Neostyriaca corynodes;449611;3;4;2
Clausilia corynodes;856596;8;8;3
Papillifera papillaris;961239;8;8;5
Papillifera solida;1154216;4;4;1
Pseudofusulus varians;856562;7;7;1
Ruthenica filograna;449614;18;21;2
Serrulina serrulata;1139061;1;1;0
Strigillaria cana;1057406;7;13;0
Strigilodelima conspersa;27625;1;1;1
Vestia elata;898816;4;5;1
Vestia gulo;1139123;4;9;0
Vestia ranojevici;1156157;8;8;0
Vestia turgida;1156162;2;2;0
Agelas oroides;173867;2;11;2
Agelena canariensis;810198;0;1;0
Agelena labyrinthica;286936;51;60;4
Agelena orientalis;270592;32;32;2
Allagelena gracilens;152749;36;40;1
Aterigena aliquoi;813669;0;1;0
Aterigena ligurica;473697;7;9;0
Aterigena soriculata;813671;1;1;0
Coelotes atropos;106888;5;7;2
Coelotes pickardi;769295;2;3;1
Coelotes pickardi tirolensis;767804;2;3;1
Coelotes solitarius;817530;4;5;1
Coelotes terrestris;83004;49;57;2
Eratigena agrestis;641705;41;52;2
Eratigena atrica;641697;122;148;2
Eratigena duellica;949537;4;6;1
Eratigena feminea;641708;1;3;0
Eratigena fuesslini;641709;24;24;0
Eratigena herculea;641710;0;1;0
Eratigena incognita;641712;0;1;0
Eratigena inermis;641713;8;9;0
Eratigena montigena;641714;39;41;1
Eratigena picta;641700;55;58;1
Eratigena sardoa;641701;0;1;0
Eratigena sicana;641702;0;1;0
Eratigena vomeroi;641704;0;2;0
Histopona bidens;350328;0;4;0
Histopona hauseri;397591;0;1;0
Histopona laeta;766277;2;2;1
Histopona luxurians;825489;4;4;1
Histopona torpida;80043;41;66;3
Histopona tranteevi;257000;1;3;0
Histopona vignai;397590;0;2;0
Inermocoelotes anoplus;496201;5;6;2
Inermocoelotes brevispinus;397585;2;3;1
Inermocoelotes falciger;589581;9;21;1
Inermocoelotes inermis;361487;24;26;2
Inermocoelotes jurinitschi;589582;3;6;1
Inermocoelotes karlinskii;589583;4;6;1
Inermocoelotes kulczynskii;589584;3;4;2
Inermocoelotes microlepidus;736519;1;7;1
Lycosoides coarctata;372072;24;27;1
Maimuna cretica;506393;0;1;0
Maimuna vestita;320476;29;30;1
Malthonica lusitanica;809383;16;18;0
Malthonica oceanica;506397;0;1;0
Pireneitega garibaldii;511353;1;3;0
Tegenaria annulata;756205;0;1;0
Tegenaria ariadnae;506469;1;4;1
Tegenaria bozhkovi;736520;0;1;0
Tegenaria campestris;256988;5;7;1
Tegenaria dalmatica;756206;6;10;1
Tegenaria domestica;83049;45;60;1
Tegenaria eleonorae;756207;0;1;0
Tegenaria faniapollinis;797270;1;2;1
Tegenaria ferruginea;320441;14;19;1
Tegenaria hasperi;756208;8;13;2
Tegenaria henroti;506471;0;1;0
Tegenaria lapicidinarum;797271;1;2;1
Tegenaria mirifica;506474;3;4;1
Tegenaria pagana;797272;34;35;3
Tegenaria parietina;30224;3;8;1
Tegenaria parmenidis;506475;0;4;0
Tegenaria percuriosa;327573;3;3;1
Tegenaria pieperi;797273;1;2;1
Tegenaria ramblae;756209;0;1;0
Tegenaria schmalfussi;797274;1;2;1
Tegenaria scopifera;771167;2;2;1
Tegenaria silvestris;722019;12;12;5
Tegenaria tridentina;506477;1;2;1
Textrix caudata;506478;7;8;0
Textrix denticulata;81722;36;45;1
Textrix pinicola;809441;8;8;1
Urocoras longispina;950232;2;6;1
Agenioideus apicalis;311791;3;8;1
Agenioideus arenicolus;1079052;4;4;0
Agenioideus ciliatus;311796;10;19;1
Agenioideus cinctellus;311790;70;109;1
Agenioideus dichrous;677299;2;3;1
Agenioideus excisus;677300;3;6;1
Agenioideus fascinubecula;852613;1;3;1
Agenioideus nubecula;311795;19;34;2
Agenioideus nubeculus;1122197;5;5;0
Agenioideus rhodosoma;677301;1;10;1
Agenioideus rytiphorus;921707;0;2;0
Agenioideus simonthomasi;1141469;2;2;1
Agenioideus usurarius;265259;7;21;1
Agenioideus sericeus;198516;13;20;3
Amblyellus hasdrubal;677297;4;5;1
Anoplius aeruginosus;474184;10;19;1
Anoplius infuscatus;311805;49;63;6
Anoplius alpinobalticus;311802;5;9;2
Anoplius caviventris;311804;6;13;3
Anoplius concinnus;311803;18;24;3
Anoplius infuscatus;311805;49;63;6
Anoplius nigerrimus;311806;56;84;2
Anoplius tenuicornis;311807;9;12;1
Anospilus orbitalis;474166;6;12;2
Aporinellus moestus;593879;3;7;0
Aporinellus sexmaculatus;311813;17;28;5
Aporus pollux;311816;7;11;2
Aporus unicolor;311817;17;42;1
Arachnospila abnormis;311866;6;18;2
Arachnospila alpivaga;311779;6;10;1
Arachnospila alvarabnormis;474183;0;4;0
Arachnospila michiganensis;389994;11;15;2
Arachnospila anceps;311780;28;55;3
Arachnospila usurata;733774;0;2;0
Arachnospila ausa;311778;2;11;1
Arachnospila colpostoma;519756;0;2;0
Arachnospila consobrina;474182;2;9;1
Arachnospila conjungens;705581;3;6;0
Arachnospila fuscomarginata;311777;11;17;2
Arachnospila gibbomima;705582;1;5;1
Arachnospila luctuosa;461310;0;4;0
Arachnospila westerlundi;512014;5;12;1
Arachnospila hedickei;311788;14;17;2
Anoplius fuscus;534590;0;2;0
Arachnospila minutula;311794;38;44;4
Arachnospila opinata;474181;5;16;1
Arachnospila nivalabnormis;311785;5;12;1
Arachnospila rhaetabnormis;733775;0;1;0
Arachnospila dakota;461308;6;9;2
Arachnospila rufa;311783;6;13;1
Arachnospila silvana;311784;1;5;1
Arachnospila trivialis;198521;18;46;4
Arachnospila sogdianoides;311781;1;6;1
Arachnospila spissa;198520;17;44;2
Arachnospila trivialis;198521;18;46;4
Arachnospila tyrrhena;852617;0;3;0
Arachnospila usurarius;311789;0;1;0
Arachnospila wesmaeli;379226;3;19;2
Arachnotheutes rufithorax;729760;0;3;0
Auplopus albifrons;311820;15;29;1
Auplopus rectus;311821;8;24;1
Auplopus carbonarius;311819;97;149;6
Auplopus ichnusus;474173;3;4;1
Caliadurgus fasciatellus;311815;46;47;1
Calicurgus hyalinatus;193021;0;7;0
Ceropales cribrata;854174;4;5;1
Ceropales helvetica;909118;5;6;2
Ceropales maculata;193033;29;75;3
Ceropales variegata;311828;6;8;1
Cryptocheilus albosignatus;729735;1;1;1
Cryptocheilus discolor;743125;1;3;1
Cryptocheilus egregius;729727;1;6;1
Cryptocheilus elegans;519755;5;6;1
Cryptocheilus guttulatus;854157;1;1;0
Cryptocheilus incneumonoides;330502;0;1;0
Cryptocheilus fabricii;311831;8;16;1
Cryptocheilus notatus;311832;27;50;1
Cryptocheilus octomaculatus;854175;1;1;0
Cryptocheilus bicolor;449283;2;3;1
Cryptocheilus richardsi;729728;4;5;1
Cryptocheilus unicolor;675731;4;4;1
Cryptocheilus variabilis;729729;1;1;1
Cryptocheilus versicolor;311830;6;30;1
Priocnemis susterai;458366;6;9;2
Cryptocheilus versicolor;311830;6;30;1
Ctenagenia vespiformis;674498;2;5;0
Cyphononyx bretonii;647671;1;3;1
Dipogon vechti;311826;3;8;1
Dicyrtomellus tingitannus;449144;1;5;0
Dicyrtomellus tingitanus;921705;2;3;0
Arachnospila fumipennis;311782;3;18;1
Dipogon austriacus;458365;5;7;0
Dipogon monticolus;311823;4;6;1
Dipogon pannonicus;801779;1;3;1
Dipogon bifasciatus;311822;17;40;1
Dipogon subintermedius;311824;63;77;1
Dipogon variegatus;311825;24;37;1
Entomobora crassitarsis;674494;5;5;2
Entomobora fuscipennis;674495;0;2;0
Entomobora plicata;852618;1;2;0
Entomobora vomeriventris;743126;3;3;0
Eoferreola manticata;311835;6;8;1
Eoferreola manticata;311835;6;8;1
Eoferreola rhombica;311834;9;10;1
Episyron albonotatum;311836;12;15;2
Episyron arrogans;311838;8;14;1
Episyron capiticrassum;888480;3;3;1
Episyron coccineipes;852619;0;3;0
Episyron gallicum;311837;8;8;1
Episyron levantinus;888481;3;4;1
Episyron rufipes;198519;30;36;2
Evagetes alamannicus;343019;14;21;1
Evagetes siculus;311786;17;28;1
Evagetes crassicornis;311793;28;51;2
Evagetes dubius;407594;19;32;2
Aporus bicolor;311818;8;16;4
Evagetes elongatus;729725;2;3;0
Evagetes cabrerai;1141470;2;2;0
Evagetes gibbulus;311792;1;9;1
Evagetes iconionus;888475;0;1;0
Evagetes littoralis;311797;0;9;0
Evagetes palmatus;674503;1;5;1
Evagetes pectinipes;311787;8;30;3
Evagetes piliferus;729763;2;2;1
Evagetes pilliferus;729731;1;1;1
Evagetes proximus;311799;13;21;1
Evagetes sahlbergi;311800;10;15;1
Evagetes subglaber;311798;3;7;2
Evagetes tumidosus;854156;1;2;0
Ferreola algira;675730;1;4;0
Ferreola diffinis;511949;0;7;0
Hemipepsis brunnea;854177;1;1;0
Homonotus niger;714606;1;4;1
Homonotus sanguinolentus;327861;8;18;2
Homonotus unicolor;675726;0;1;0
Microphadnus insperatus;714609;2;2;1
Microphadnus pumilus;593881;0;18;0
Nanoclavelia leucoptera;311855;0;5;0
Batozonellus lacerticida;311865;2;4;1
Poecilagenia sculpturata;729762;1;1;1
Poecilagenia rubricans;311857;5;6;1
Pompilus cinereus;198514;38;57;4
Priocnemis agilis;311848;16;17;1
Priocnemis baltica;529181;1;1;1
Priocnemis confusor;311851;0;15;0
Priocnemis cordivalvata;311846;1;22;0
Priocnemis coriacea;311839;5;12;1
Priocnemis rugosa;854155;3;4;1
Priocnemis diversa;1079053;1;4;0
Priocnemis enslini;311842;5;6;1
Priocnemis exaltata;198522;15;27;1
Priocnemis fallax;311843;3;5;1
Priocnemis fennica;311847;9;18;1
Priocnemis hankoi;474180;0;12;0
Priocnemis hyalinata;311849;13;19;1
Priocnemis mesobrometi;729730;1;2;0
Priocnemis pusilla;311844;13;68;1
Priocnemis minuta;311850;7;18;2
Priocnemis levantinus;714610;11;12;1
Priocnemis pellipleuris;311853;1;4;1
Priocnemis parvula;311852;1;15;2
Priocnemis perturbator;311841;23;40;1
Priocnemis propinqua;729761;1;5;1
Priocnemis pusilla;311844;13;68;1
Priocnemis schioedtei;311845;4;40;0
Priocnemis sulci;705583;2;5;1
Priocnemis susterei;311840;0;1;0
Priocnemis vachali;1056813;3;3;1
Priocnemis vulgaris;198530;5;19;1
Pseudopompilus humboldti;736541;0;5;0
Schistonyx perezi;675723;3;4;2
Tachyagetes aegyptiacus;852616;0;2;0
Tachyagetes aemulans;608450;5;12;1
Tachyagetes aemulans;608450;5;12;1
Tachyagetes cinerascens;608445;9;13;2
Tachyagetes dudichi;705584;2;2;1
Tachyagetes filicornis;311810;6;7;1
Tachyagetes leucocnemis;608446;0;8;0
Anoplius viaticus;198512;24;49;2
Tachyagetes lanzarotus;608449;7;7;1
Tachyagetes tenerifensis;1141471;2;2;0
Telostegus cretensis;854178;1;2;0
Telostegus inermis;311812;0;10;0
Xenaporus schmidti;675714;5;6;1
Agetus flaccus;801337;0;1;0
Agetus typicus;801338;0;3;0
Corycaeus clausi;753715;0;3;0
Corycaeus crassiusculus;753807;0;4;0
Corycaeus speciosus;315368;2;26;1
Ditrichocorycaeus andrewsi;935207;2;2;1
Corycaeus andrewsi;349762;0;2;0
Ditrichocorycaeus anglicus;683860;24;49;2
Corycaeus anglicus;448331;4;46;2
Farranula gracilis;753712;0;1;0
Farranula rostrata;801347;0;4;0
Corycaeus catus;349764;0;9;0
Onychocorycaeus giesbrechti;801341;0;2;0
Onychocorycaeus ovalis;801342;0;2;0
Urocorycaeus furcifer;801344;0;2;0
Aglais ichnusa;392618;12;14;1
Aglais io;264733;125;132;1
Inachis io;26841;4;5;1
Aglais urticae;19820;323;355;3
Apatura ilia;77236;76;82;1
Apatura iris;26865;59;65;1
Apatura metis;124143;25;29;1
Aphantopus hyperantus;26858;167;182;2
Araschnia levana;26844;88;98;2
Arethusana arethusa;29383;88;94;2
Hipparchia arethusa;126985;2;2;1
Argynnis laodice;83220;22;24;2
Argynnis pandora;70659;85;92;1
Argynnis paphia;26864;186;203;2
Boloria alaskensis;23195;69;202;1
Boloria angarensis;141673;14;16;2
Boloria aquilonaris;70542;53;63;1
Boloria chariclea;23190;418;424;2
Boloria dia;141671;106;114;1
Boloria eunomia;19769;359;374;1
Boloria euphrosyne;83223;168;177;5
Boloria freija;23203;113;117;2
Boloria frigga;100910;70;71;5
Boloria graeca;404714;12;12;1
Boloria improba;100095;33;56;2
Boloria napaea;100034;65;77;1
Boloria oscarus;141674;5;5;1
Boloria pales;81913;105;123;1
Boloria polaris;23251;102;103;1
Boloria selene;16999;222;275;7
Boloria selenis;723861;3;3;1
Boloria thore;110555;59;61;2
Boloria titania;16998;83;88;3
Boloria tritonia;659002;2;4;1
Brenthis daphne;70649;180;195;1
Brenthis hecate;80452;143;154;2
Brenthis ino;70650;207;223;1
Brintesia circe;83622;125;129;2
Hipparchia circe;126975;1;2;1
Satyrus circe;593861;0;1;0
Charaxes jasius;95000;76;95;1
Chazara briseis;80033;160;197;4
Hipparchia briseis;126983;1;3;1
Chazara persephone;94936;23;32;1
Chazara prieuri;285784;17;20;2
Hipparchia prieuri;126982;0;1;0
Coenonympha amaryllis;70736;17;23;2
Coenonympha arcania;29605;140;160;4
Coenonympha corinna;201526;60;72;3
Coenonympha darwiniana;266502;13;21;1
Coenonympha dorus;201525;42;50;2
Coenonympha elbana;201523;1;1;0
Coenonympha gardetta;201524;59;68;2
Coenonympha glycerion;29604;98;107;2
Coenonympha hero;29606;33;49;2
Coenonympha leander;156130;25;28;4
Coenonympha lyllus;389461;6;6;2
Coenonympha oedippus;73929;38;89;2
Coenonympha orientalis;720636;8;9;1
Coenonympha pamphilus;29603;357;374;3
Coenonympha phryne;720645;3;16;1
Coenonympha rhodopensis;180890;29;31;1
Coenonympha thyrsis;201519;7;7;1
Coenonympha tullia;32782;232;256;2
Danaus chrysippus;31524;237;298;5
Danaus plexippus;16902;175;231;2
Erebia aethiopellus;518737;12;16;1
Erebia aethiops;70715;139;147;2
Erebia alberganus;127012;13;18;1
Erebia albergana;889992;56;57;1
Erebia arvernensis;517565;34;35;1
Erebia calcarius;889993;8;8;1
Erebia calcaria;127021;6;9;1
Erebia callias;141672;23;29;1
Erebia cassioides;29613;63;68;1
Erebia carmenta;511968;0;2;0
Erebia christi;756018;8;9;1
Erebia claudina;127009;9;23;2
Erebia cyclopius;70728;6;11;1
Erebia dabanensis;659003;7;11;1
Erebia disa;100089;44;48;3
Erebia discoidalis;100090;31;41;2
Erebia edda;718583;2;3;1
Erebia embla;100045;17;18;1
Erebia epiphron;29610;289;305;2
Erebia serotina;523554;2;2;1
Erebia epistygne;127017;16;19;1
Erebia eriphyle;127008;30;33;1
Erebia euryale;29614;365;474;2
Erebia fasciata;100343;39;43;1
Erebia flavofasciata;127010;15;21;1
Erebia gorge;29607;82;90;3
Erebia gorgone;127016;16;21;1
Erebia hispania;127020;13;17;1
Erebia jeniseiensis;77229;11;13;1
Erebia lefebvrei;253671;26;27;1
Erebia ligea;29611;157;186;2
Erebia manto;124152;226;271;1
Erebia medusa;100005;138;156;2
Erebia melampus;127011;51;59;1
Erebia melas;124154;58;64;1
Erebia meolans;29612;71;78;2
Erebia mnestra;127015;28;29;1
Erebia montanus;519835;1;3;1
Erebia montana;127025;41;47;1
Erebia neleus;890005;10;10;1
Erebia neoridas;127026;46;56;1
Erebia nivalis;127022;18;21;1
Erebia oeme;29608;75;80;2
Erebia orientalis;718600;11;13;1
Erebia ottomana;127018;36;42;1
Erebia palarica;26857;18;28;3
Erebia pandrose;29609;84;92;2
Erebia pharte;124155;40;46;1
Erebia pluto;127013;43;55;3
Erebia polaris;286430;4;5;1
Erebia pronoe;124156;181;192;6
Erebia rhodopensis;523553;12;15;1
Erebia rondoui;269925;17;18;1
Erebia rossii;100344;68;76;1
Erebia scipio;127027;12;14;1
Erebia sthennyo;83603;15;16;1
Erebia stirius;600975;1;4;1
Erebia parmenio;718458;2;4;1
Erebia stiria;127023;13;15;1
Erebia styx;127024;28;34;1
Erebia sudetica;124157;25;35;1
Erebia triarius;608562;39;39;1
Erebia triaria;29384;11;50;1
Erebia tyndarus;127019;42;48;1
Erebia zaitsevi;943332;0;1;0
Erebia zapateri;127001;10;25;2
Euphydryas aurinia;26831;704;719;1
Euphydryas provincialis;793015;4;4;1
Melitaea aurinia;282090;0;1;0
Euphydryas cynthia;26917;33;33;2
Euphydryas desfontainii;26848;23;25;2
Euphydryas discordia;791810;5;5;1
Euphydryas iduna;26902;9;12;1
Euphydryas intermedia;26901;43;44;4
Euphydryas italica;1159197;2;3;1
Euphydryas maturna;26899;80;84;4
Fabriciana adippe;100001;266;271;8
Argynnis adippe;70714;16;24;4
Fabriciana elisa;889995;10;11;1
Fabriciana niobe;100020;134;135;1
Argynnis niobe;73936;12;39;2
Hipparchia alcyone;253556;1;3;1
Hipparchia aristaeus;126993;26;32;2
Hipparchia autonoe;73879;78;92;2
Hipparchia azorina;126998;5;7;1
Hipparchia bacchus;126976;6;8;1
Hipparchia blachieri;126992;1;12;1
Hipparchia christenseni;127034;4;5;1
Hipparchia cretica;126980;5;10;1
Hipparchia cypriensis;126972;14;14;1
Hipparchia fagi;124161;95;113;1
Hipparchia fatua;646975;22;30;2
Hipparchia fidia;82364;34;34;1
Hipparchia genava;669263;3;4;1
Hipparchia gomera;126977;9;11;1
Hipparchia leighebi;126970;13;14;1
Hipparchia maderensis;126996;0;4;0
Hipparchia mersina;126981;5;12;1
Hipparchia miguelensis;126999;2;5;1
Hipparchia neapolitana;389143;7;7;1
Hipparchia neomiris;127003;14;17;3
Hipparchia pellucida;94941;6;10;1
Hipparchia sbordonii;126971;4;5;1
Hipparchia semele;81713;142;172;2
Hipparchia senthes;126997;13;16;3
Hipparchia statilinus;83016;98;111;3
Hipparchia syriaca;126995;24;29;1
Hipparchia tamadabae;759524;2;5;1
Hipparchia tilosi;126979;6;7;1
Hipparchia volgensis;124163;13;15;1
Hipparchia wyssii;126978;9;12;1
Hypolimnas misippus;26763;30;44;2
Hyponephele lupinus;404713;6;19;3
Hyponephele lupina;70662;69;81;5
Hypophenele lupina;733457;0;2;0
Hyponephele lycaon;70553;214;236;6
Issoria eugenia;73938;15;18;2
Issoria lathonia;70535;194;201;2
Junonia rhadama;273891;7;10;1
Kirinia climene;156131;16;18;1
Kirinia roxelana;82370;19;19;1
Lasiommata deidamia;104458;16;22;2
Lasiommata maera;70527;218;227;1
Lasiommata megera;26856;455;467;5
Lasiommata paramegaera;511964;55;56;1
Lasiommata petropolitana;73925;67;70;2
Libythea celtis;26866;80;83;3
Limenitis camilla;77235;78;102;1
Limenitis populi;31589;38;63;2
Limenitis reducta;26854;121;129;4
Lopinga achine;77240;151;168;4
Maniola chia;82261;24;25;2
Maniola cypricola;292192;28;28;2
Maniola halicarnassus;292194;16;16;1
Maniola jurtina;26855;890;978;3
Maniola megala;292193;12;12;1
Maniola nurag;79833;29;32;2
Maniola telmessia;262829;34;37;3
Melanargia arge;160561;21;23;1
Melanargia galathea;70641;234;267;1
Melanargia galathea mgd;127037;0;1;0
Melanargia ines;160559;58;59;2
Melanargia lachesis;127036;63;68;1
Melanargia larissa;94938;86;92;1
Melanargia occitanica;160560;45;45;2
Melanargia pherusa;393194;3;3;1
Melanargia russiae;73865;111;123;4
Melitaea aetherie;200035;26;26;1
Melitaea arduinna;26832;47;49;2
Melitaea asteria;200033;12;17;1
Melitaea athalia;26912;311;330;4
Melitaea nevadensis;853807;18;23;2
Melitaea neglecta;705556;10;10;1
Melitaea aurelia;26911;151;158;3
Melitaea britomartis;26739;110;120;4
Melitaea caucasogenita;200028;16;16;2
Melitaea celadussa;476079;162;166;1
Melitaea cinxia;26738;234;254;7
Melitaea deione;26737;53;56;5
Melitaea diamina;26905;120;123;5
Melitaea dictynna;513712;1;1;1
Melitaea didyma;26904;491;504;29
Melitaea interrupta;26890;58;59;6
Melitaea nevadensis;853807;18;23;2
Melitaea ornata;715985;98;99;3
Melitaea parthenoides;26896;55;59;1
Melitaea persea;26821;67;69;4
Melitaea phoebe;26894;191;201;3
Melitaea punica;26820;10;12;3
Melitaea telona;549321;14;14;1
Melitaea trivia;26816;159;166;4
Melitaea varia;26815;40;42;1
Minois dryas;100026;99;112;3
Hipparchia dryas;126984;0;1;0
Neptis rivularis;73919;61;69;4
Neptis sappho;100061;47;61;5
Nymphalis antiopa;17451;148;161;1
Nymphalis l-album;17453;87;88;2
Nymphalis vaualbum;100914;57;60;1
Nymphalis polychloros;26840;104;113;1
Nymphalis xanthomelas;12371;41;46;1
Oeneis ammon;73907;19;19;1
Oeneis bore;21112;144;163;3
Oeneis glacialis;266440;33;36;1
Oeneis jutta;19660;246;268;2
Oeneis magna;100038;38;40;2
Oeneis melissa;21817;419;545;5
Oeneis norna;246967;150;195;5
Oeneis polixenes;100355;155;177;4
Oeneis tarpeia;100070;14;18;1
Pararge aegeria;70734;439;504;3
Pararge xiphia;80406;15;15;1
Pararge xiphioides;80407;22;22;4
Polygonia c-album;26851;268;279;2
Polygonia egea;26838;38;40;1
Proterebia afra;78289;191;193;4
Proterebia phegea;890003;13;13;2
Pseudochazara amalthea;792461;18;18;1
Pseudochazara amymone;720644;9;11;1
Pseudochazara anthelea;270074;9;10;1
Pseudochazara beroe;270080;14;15;1
Pseudochazara cingovskii;720640;11;11;1
Hipparchia cingovskii;126989;0;1;0
Pseudochazara euxina;350941;9;9;1
Hipparchia euxina;126988;1;2;1
Pseudochazara geyeri;270076;13;16;1
Pseudochazara geyeri occidentalis;794194;1;1;1
Pseudochazara graeca;720634;13;17;1
Hipparchia graeca;126991;0;2;0
Pseudochazara hippolyte;100018;15;23;1
Pseudochazara hippolyte hippolyte;77223;1;1;1
Pseudochazara mniszechii;94944;12;12;1
Pseudochazara tisiphone;792460;14;14;1
Hipparchia tisiphone;126990;1;2;1
Pseudochazara orestes;720635;9;9;1
Hipparchia orestes;126994;0;2;0
Pseudochazara williamsi;890010;14;15;1
Hipparchia williamsi;126987;0;3;0
Pyronia bathseba;83614;50;53;1
Pyronia cecilia;80026;190;201;1
Pyronia tithonus;29381;111;137;1
Satyrus actaea;83623;30;30;1
Satyrus ferula;80034;90;95;4
Satyrus virbius;720641;4;5;1
Mesoacidalia aglaja;109312;2;2;1
Argynnis aglaja;73937;179;190;2
Thaleropis ionia;270079;1;3;1
Vanessa atalanta;24241;286;680;1
Vanessa cardui;12401;450;483;2
Vanessa virginiensis;24242;64;68;1
Vanessa vulcania;523627;13;13;1
Ypthima asterope;55179;42;49;6
Aglaja tricolorata;103935;2;9;1
Chelidonura africana;164990;3;3;1
Chelidonura fulvipunctata;103941;10;10;1
Philinopsis depicta;103945;2;2;1
Philinopsis miqueli;653178;1;1;1
Aglantha digitale;303016;168;198;3
Aglaura hemistoma;656361;3;7;2
Colobonema sericeum;656560;2;3;1
Crossota norvegica;999307;1;2;0
Crossota rufobrunnea;593611;2;8;0
Pantachogon haeckeli;593600;1;10;0
Rhopalonema velatum;656308;3;8;2
Aglaophamus agilis;377868;18;21;2
Aglaophamus rubellus;502938;1;1;1
Aglaophamus elamellatus;377870;2;2;1
Aglaophamus malmgreni;377871;24;28;1
Aglaophamus pulcher;377872;16;17;1
Aglaophamus pulchra;506587;1;2;1
Inermonephtys inermis;497246;7;11;1
Micronephthys minuta;353321;59;72;1
Bipalponephtys neotena;385934;5;5;0
Nephtys assimilis;122719;15;18;2
Nephtys caeca;377875;37;87;5
