Eylais canariensis;Eylais planipons
Frontipodopsis reticulatifrons;Frontipodopsis reticulatifrons
Parathyas rarus;Parathyas palustris
Atractides maderensis;Torrenticola maderensis
Atractides similis;Torrenticola similis
Lethaxona pygmaea;Lethaxona pygmaea
Acercopsis pistillifer;Acercopsis pistillifer
Limnolegeria longiseta ;Limnolegeria longiseta 
Torrenticola maderensis;Torrenticola maderensis
Pyropteron nigrobarbata;Pyropteron minianiformis
Synanthedon herzi;Synanthedon formicaeformis
Euxoa emolliens;Euxoa christophi
Sympistis lapponica;Pararctia lapponica
Chaetocladius guisseti;Chaetocladius (Chaetocladius) guisseti
Virgatanytarsus rossaroi;Tanytarsus rossaroi
Heleomyza borealis;Heleomyza (Heleomyza) borealis
Heleomyza breviciliata;Heleomyza (Heleomyza) breviciliata
Heleomyza captiosa;Heleomyza (Heleomyza) captiosa
Heleomyza hackmani;Heleomyza (Heleomyza) hackmani
Heligmosomum azerbaidjani;Heligmosomoides polygyrus
Heliophanus ritteri;Heliophanus flavipes
Helisoma trivolvis;Planorbella trivolvis
Helix delpretiana;Helix ligata
Helix valentini;Levantina spiriplana
Helix vulgaris;Caseolus innominatus
Helophilus affinis;Helophilus (Helophilus) affinis
Helophilus bottnicus;Helophilus (Helophilus) bottnicus
Helophilus continuus;Helophilus (Helophilus) continuus
Helophilus groenlandicus;Helophilus (Helophilus) groenlandicus
Helophilus hybridus;Helophilus (Helophilus) hybridus
Helophilus lapponicus;Helophilus (Helophilus) lapponicus
Helophilus pendulus;Helophilus (Helophilus) pendulus
Helophilus trivittatus;Helophilus (Helophilus) trivittatus
Helophorus nivalis;Rhopalohelophorus glacialis
Helophorus pallidipennis;Rhopalohelophorus pallidus
Helvetobelba dichotoma;Allosuctobelba dichotoma
Hemianax ephippiger;Anax ephippiger
Hemileius elongatus;Hemileius eperezinigoae
Hemileius humeralis;Hemileius montanus
Hemileius parvus;Hemileius ovalis
Hemileius scrobina;Hemileius scrobinus
Hemipepsis mauritanica;Cryptocheilus coeruleipennis
Henlea balcanica;Henlea perpusilla
Henschiella pellucida;Henschiella (Henschiella) pellucida
Hercostomus apollo;Hercostomus (Hercostomus) apollo
Hercostomus appendiculatus;Hercostomus (Hercostomus) appendiculatus
Hercostomus argentifrons;Hercostomus (Hercostomus) argentifrons
Hercostomus armenorum;Hercostomus (Hercostomus) armenorum
Hercostomus blepharopus;Hercostomus (Hercostomus) blepharopus
Hercostomus canariensis;Hercostomus (Hercostomus) canariensis
Hercostomus caucasicus;Hercostomus (Hercostomus) caucasicus
Hercostomus caudatus;Hercostomus (Hercostomus) caudatus
Hercostomus chaerophylli;Hercostomus (Hercostomus) chaerophylli
Hercostomus chetifer;Hercostomus (Hercostomus) chetifer
Hercostomus convergens;Hercostomus (Hercostomus) convergens
Hercostomus costatus;Hercostomus (Hercostomus) costatus
Hercostomus discriminatus;Hercostomus (Hercostomus) discriminatus
Hercostomus exarticulatus;Hercostomus (Hercostomus) exarticulatus
Hercostomus excipiens;Hercostomus (Hercostomus) excipiens
Hercostomus flavipes;Hercostomus (Hercostomus) flavipes
Hercostomus fugax;Hercostomus (Hercostomus) fugax
Hercostomus fuscipennis;Hercostomus congoensis
Hercostomus gavarniae;Hercostomus (Hercostomus) gavarniae
Hercostomus gracilis;Hercostomus (Hercostomus) gracilis
Hercostomus griseifrons;Hercostomus (Hercostomus) griseifrons
Hercostomus labiatus;Hercostomus (Hercostomus) labiatus
Hercostomus lichtwardti;Hercostomus (Hercostomus) lichtwardti
Hercostomus longiventris;Hercostomus (Hercostomus) longiventris
Hercostomus lorifer;Sybistroma (Hercostomus) lorifer
Hercostomus luteus;Hercostomus (Hercostomus) luteus
Hercostomus nanus;Hercostomus (Hercostomus) nanus
Hercostomus nigrihalteratus;Hercostomus (Hercostomus) nigrihalteratus
Hercostomus nigrilamellatus;Hercostomus (Hercostomus) nigrilamellatus
Hercostomus nigripennis;Hercostomus (Hercostomus) nigripennis
Hercostomus nigriplantis;Hercostomus (Hercostomus) nigriplantis
Hercostomus pandellei;Hercostomus (Hercostomus) pandellei
Hercostomus parvulus;Sybistroma parvula
Hercostomus phoebus;Hercostomus (Hercostomus) phoebus
Hercostomus pilifer;Hercostomus (Hercostomus) pilifer
Hercostomus placidus;Hercostomus (Hercostomus) placidus
Hercostomus plagiatus;Hercostomus (Hercostomus) plagiatus
Hercostomus pokornyi;Hercostomus (Hercostomus) pokornyi
Hercostomus praeceps;Hercostomus (Hercostomus) rothi
Hercostomus quadrifilatus;Sybistroma theodori
Hercostomus rogenhoferi;Hercostomus (Hercostomus) rogenhoferi
Hercostomus rostellatus;Hercostomus (Hercostomus) rostellatus
Hercostomus rusticus;Hercostomus (Hercostomus) rusticus
Hercostomus sahlbergi;Hercostomus (Hercostomus) sahlbergi
Hercostomus santosi;Hercostomus (Hercostomus) santosi
Hercostomus separatus;Hercostomus (Hercostomus) separatus
Hercostomus tenebricosus;Hercostomus (Hercostomus) tenebricosus
Hercostomus vivax;Hercostomus (Hercostomus) vivax
Hercostomus vockerothi;Hercostomus (Hercostomus) vockerothi
Heriades crenulatus;Heriades crenulata
Heriades dalmaticus;Heriades punctulifera
Heriades glutinosus;Protosmia glutinosa
Heriades hellenica;Chelostoma hellenicum
Heriades labiatus;Heriades labiata
Heriades laticauda;Chelostoma laticaudum
Heriades lucens;Chelostoma lucens
Heriades mocsaryi;Chelostoma mocsaryi
Heriades parnesica;Hoplitis parnesica
Heriades schmiedeknechtii;Hofferia schmiedeknechti
Heriades sinuata;Heriades truncorum
Heriades transversus;Chelostoma transversum
Herina lugubris;Herina aartseni
Heringia larusi;Neocnemodon larusi
Heringia pubescens;Neocnemodon pubescens
Heringia verrucula;Neocnemodon verrucula
Heringia vitripennis;Neocnemodon vitripennis
Hermanniella canestrinii;Hermannia canestrinii
Herminia flavicrinalis;Pechipogo flavicrinalis
Herophydrus guineensis;Hygrotus guineensis
Herophydrus musicus;Hygrotus musicus
Herpetogramma bipunctalis;Herpetogramma dorsipunctalis
Herpisticus eremita;Herpisticus calvus
Heteralonia suffusa;Heteralonia (Acrodisca) suffusa
Heteralonia megerlei;Heteralonia (Homolonia) megerlei
Heteralonia pygmalion;Heteralonia (Mesoclis) pygmalion
Heteralonia aeaca;Heteralonia (Zygodipla) aeaca
Heteralonia algira;Heteralonia (Zygodipla) algira
Heteralonia melanoptera;Heteralonia (Zygodipla) melanoptera
Heteralonia normalis;Heteralonia (Zygodipla) normalis
Heterocerus marginatus;Heterocerus obsoletus
Heterocerus parallelus;Heterocerus fossor
Heterochaeta costata;Baltidrilus costatus
Heterocordylus erythropthalmus;Heterocordylus (Bothocranum) erythropthalmus
Heterocordylus benardi;Heterocordylus (Heterocordylus) benardi
Heterocordylus cytisi;Heterocordylus (Heterocordylus) cytisi
Heterocordylus farinosus;Heterocordylus (Heterocordylus) farinosus
Heterocordylus genistae;Heterocordylus (Heterocordylus) genistae
Heterocordylus heissi;Heterocordylus (Heterocordylus) heissi
Heterocordylus italicus;Heterocordylus (Heterocordylus) italicus
Heterocordylus leptocerus;Heterocordylus (Heterocordylus) leptocerus
Heterocordylus megara;Heterocordylus (Heterocordylus) megara
Heterocordylus montanus;Heterocordylus (Heterocordylus) montanus
Heterocordylus parvulus;Heterocordylus (Heterocordylus) parvulus
Heterocordylus tibialis;Heterocordylus (Heterocordylus) tibialis
Heterocordylus tumidicornis;Heterocordylus (Heterocordylus) tumidicornis
Heteropogon erinaceus;Lithoecisus erinaceus
Heteroscelus brevipes;Tringa brevipes
Heterothops minutus;Heterothops dissimilis
Hexapodibius pilatoi;Parhexapodibius pilatoi
Hexatoma simplex;Hexatoma (Cladolipes) simplex
Hexatoma cimicoides;Hexatoma (Eriocera) cimicoides
Hexatoma chirothecata;Hexatoma (Eriocera) chirothecata
Hexatoma grisea;Hexatoma (Eriocera) grisea
Hexatoma schnusei;Hexatoma (Eriocera) schnusei
Hexatoma bicolor;Hexatoma (Hexatoma) bicolor
Hexatoma fuscipennis;Hexatoma (Hexatoma) fuscipennis
Hexatoma gaedii;Hexatoma (Hexatoma) gaedii
Hexatoma nigra;Hexatoma (Hexatoma) nigra
Hexatoma nubeculosa;Hexatoma (Hexatoma) nubeculosa
Hexatoma obscura;Hexatoma (Hexatoma) obscura
Hexatoma vittata;Hexatoma (Hexatoma) vittata
Hexomyza centaureae;Ophiomyia centaureae
Hieraaetus fasciatus;Aquila fasciata
Hilara cilipes;Hilara curtisi
Hilara flavitarsis;Hilara (Hilara) flavitarsis
Hilara fuscipes;Hilara platyura
Hilara galactoptera;Hilara lactescens
Hilara griseifrons;Hilara ternovensis
Hilara interstincta;Hilara chorica
Hilara longesetosa;Hilara pilosopectinata
Hilara lugubris;Hilara cornicula
Hilara lundbecki;Hilara cantabrica
Hilara maior;Hilara andermattensis
Hilara manicata;Hilara implicata
Hilara strakai;Hilara strakaiana
Hilara subpollinosa;Hilara pseudocornicula
Himacerus major;Himacerus (Anaptus) major
Himacerus mirmicoides;Himacerus (Aptus) mirmicoides
Himacerus apterus;Himacerus (Himacerus) apterus
Himacerus boops;Himacerus (Stalia) boops
Himacerus dauricus;Himacerus (Stalia) dauricus
Hipparchia hermione;Hipparchia alcyone
Hirundo daurica;Cecropis daurica
Hirundo pyrrhonota;Petrochelidon pyrrhonota
Hodgesiella rhodorrhisella;Hodgesiella rhodorrhizella
Hogna hispanica;Lycosa hispanica
Holcopogon bubulcellus;Holcopogon adseclella
Holcostethus albipes;Holcostethus (Holcostethus) albipes
Holcostethus evae;Holcostethus (Holcostethus) evae
Holcostethus sphacelatus;Holcostethus (Holcostethus) sphacelatus
Holoarctia cervini;Chelis cervini
Holoarctia puengeleri;Chelis puengeleri
Holopogon fumipennis;Holopogon nigrifacies
Holotrichius luctuosus;Holotrichius reuterianus
Homalocephala albitarsis;Euxesta albitarsis
Homalometopus albiditinctus;Homalometopus castaneus
Homoeosoma soaltheirellum;Homoeosoma capsitanella
Homoneura bergenstammi;Sapromyza bergenstammi
Homoneura lamellata;Homoneura (Homoneura) lamellata
Homonotus sanguinolentus;Homonotus transcaspicus
Homoporus bicolor;Homoporus fulviventris
Hoplia pubicollis;Hoplia callipyge
Hoplitis abnormis;Hoplitis subbutea
Hoplitis albispina;Hoplitis fertoni
Hoplitis andrenoides;Osmia andrenoides
Hoplitis digitata;Hoplitis campanularis
Hoplitis ebmeri;Hoplitis ravouxi
Hoplitis idalia;Hoplitis fasciculata
Hoplitis nasuta;Osmia nasuta
Hoplitis pustinia;Hoplitis moricei
Hoplitis rhodoensis;Osmia rhodoensis
Hoplitis serrilabris;Hoplitis jakovlevi
Hoplitis taurica;Osmia dimidiata
Hoplitis tergestensis;Osmia tergestensis
Hoplitis turcestanica;Hoplitis caularis
Hoplocheylus atomarius;Hoplocheylus canadensis
Hoplolabis idiophallus;Hoplolabis (Eurasicesa) idiophallus
Hoplolabis areolata;Hoplolabis (Parilisia) areolata
Hoplolabis complicata;Hoplolabis (Parilisia) complicata
Hoplolabis fluviatilis;Hoplolabis (Parilisia) fluviatilis
Hoplolabis mannheimsi;Hoplolabis (Parilisia) mannheimsi
Hoplolabis punctigera;Hoplolabis (Parilisia) punctigera
Hoplolabis sachalina;Hoplolabis (Parilisia) sachalina
Hoplolabis sororcula;Hoplolabis (Parilisia) sororcula
Hoplolabis spinosa;Hoplolabis (Parilisia) spinosa
Hoplolabis spinula;Hoplolabis (Parilisia) spinula
Hoplolabis subalpina;Hoplolabis (Parilisia) subalpina
Hoplolabis vicina;Hoplolabis (Parilisia) vicina
Hoplolabis yezoana;Hoplolabis (Parilisia) yezoana
Hoplophthiracarus cretensis;Calyptophthiracarus pavidus
Hoplophthiracarus vanderhammeni;Hoplophthiracarus illinoisensis
Hoplosmia anceyi;Osmia anceyi
Hoplosmia bidentata;Osmia bidentata
Hoplosmia croatica;Osmia croatica
Hoplosmia fallax;Osmia fallax
Hoplosmia larochei;Osmia larochei
Hoplosmia ligurica;Osmia ligurica
Hoplosmia olgae;Osmia olgae
Hoplosmia padri;Osmia padri
Hoplosmia picena;Osmia picena
Hoplosmia scutellaris;Osmia scutellaris
Hoplosmia spinigera;Osmia spinigera
Hoplosmia spinulosa;Osmia spinulosa
Horistus bimaculatus;Horistus (Horistus) bimaculatus
Horistus elongatus;Horistus (Horistus) elongatus
Horistus infuscatus;Horistus (Horistus) infuscatus
Horistus orientalis;Horistus (Primihoristus) orientalis
Hoverioptera pilosa;Hoverioptera (Tesserioptera) pilosa
Hucho hucho;Hucho taimen
Hyadina humeralis;Hyadina guttata
Hybomitra tamujosoi;Hybomitra (Mouchaemyia) tamujosoi
Hybosorus illigeri;Hybosorus roei
Hydrachna halberti;Hydrachna incisa
Hydrachna levigata;Hydrachna incisa
Hydrachna perpera;Hydrachna processifera
Hydria andalusica;Hydria montivagata
Hydria cervinalis;Rheumaptera cervinalis
Hydria ithys;Hydria gudarica
Hydria undulata;Hydria undulata
Hydrobia neglecta;Hydrobia acuta
Hydrochus flavipennis;Hydrochus nitidicollis
Hydrophorus wahlgreni;Hydrophorus altivagus
Hydroporus gridellii;Hydroporus distinguendus
Hydroporus nivalis;Hydroporus foveolatus
Hydropsyche fulvipes;Hydropsyche angustipennis
Hydrotaea cyrtoneurina;Helina cyrtoneurina
Hydrozetes incisus;Hydrozetes thienemanni
Hydrozetes terrestris;Hydrozetes confervae
Hydryphantes apsteini;Georgella helvetica
Hydryphantes asteroidea;Georgella asteroidea
Hydryphantes berlesei;Georgella berlesei
Hydryphantes dauphinensis;Georgella koenikei
Hydryphantes donetzensis;Georgella donetzensis
Hydryphantes helveticus;Georgella helveticus
Hydryphantes koenikei;Georgella koenikei
Hydryphantes abnormis;Hydryphantes dispar
Hydryphantes bayeri;Hydryphantes planus
Hydryphantes intermedius;Georgella koenikei
Hydryphantes lamellatus;Hydryphantes flexuosus
Hygrobates properus;Hygrobates trigonicus
Hygrotus decoratus;Clemnius decoratus
Hylaeus bisinuatus;Hylaeus leptocephalus
Hylaeus lepidulus;Hylaeus paulus
Hylaeus rectanguliceps;Hylaeus rubicola
Hylecoetus dermestoides;Elateroides dermestoides
Hylecoetus flabellicornis;Elateroides flabellicornis
Hyles cretica;Hyles euphorbiae
Hyles sammuti;Hyles euphorbiae
Hyllus insularis;Evarcha insularis
Hylobius graecus;Hypoglyptus graecus
Hymenolepis clerci;Passerilepis clerci
Hymenoplia aragonica;Hymenoplia chevrolati
Hymenoplia fulvipennis;Hymenoplia miegii
Hymenoplia strigosa;Hymenoplia chevrolati
Hyperlasion curtipennis;Cratyna (Peyerimhoffia) curtipennis
Hyphoraia aulica;Arctia aulica
Hyphoraia dejeani;Arctia dejeani
Hyphoraia testudinaria;Arctia testudinaria
Hypocacculus angulosus;Hypocaccus angulosus
Hypocacculus ascendens;Hypocaccus ascendens
Hypocacculus baudii;Hypocaccus baudii
Hypocacculus canariensis;Hypocaccus canariensis
Hypocacculus controversus;Hypocaccus controversus
Hypocacculus ferreri;Hypocaccus ferreri
Hypocacculus gridellii;Hypocaccus gridellii
Hypocacculus hosseinius;Hypocaccus hosseinius
Hypocacculus interpunctatus;Hypocaccus interpunctatus
Hypocacculus orbus;Hypocaccus orbus
Hypocacculus puncticollis;Hypocaccus puncticollis
Hypocacculus rubripes;Hypocaccus rubripes
Hypocacculus rufipes;Hypocaccus rufipes
Hypocacculus tigris;Hypocaccus tigris
Hypoderma bovis;Hypoderma (Hypoderma) bovis
Hypoderma lineatum;Hypoderma (Hypoderma) lineatum
Hypoderma tarandi;Hypoderma (Oedemagena) tarandi
Hypogastrura ripperi;Hypogastrura serrata
Hypomecis danieli;Hypomecis roboraria
Hyporatasa allotriella;Pogonotrophus allotriella
Hyptiasmus coelonodus;Hyptiasmus arcuatus
Ibisia vaillanti;Atherix vaillanti
Ichneumon bifasciatus;Dipogon pannonicus
Ichneumon pictus;Stenaoplus pictus
Ichthydium maximum;Lepidodermella squamata
Icius nebulosus;Icius congener
Icteranthidium discoidale;Icteranthidium ferrugineum
Idaea albarracina;Idaea incisaria
Idaea davidi;Idaea humiliata
Idaea exilaria;Brachyglossina exilaria
Idaea mancipiata;Idaea bustilloi
Idaea manicaria;Brachyglossina manicaria
Idaea praecisa;Idaea incisaria
Idiocera jucunda;Idiocera (Euptilostena) jucunda
Idiocera alexanderiana;Idiocera (Idiocera) alexanderiana
Idiocera antilopina;Idiocera (Idiocera) antilopina
Idiocera bradleyi;Idiocera (Idiocera) bradleyi
Idiocera connexa;Idiocera (Idiocera) connexa
Idiocera hasta;Idiocera (Idiocera) hasta
Idiocera lackschewitzi;Idiocera (Idiocera) lackschewitzi
Idiocera pulchripennis;Idiocera (Idiocera) pulchripennis
Idiocera punctata;Idiocera (Idiocera) punctata
Idiocera sexguttata;Idiocera (Idiocera) sexguttata
Idiocera sziladyi;Idiocera (Idiocera) sziladyi
Idiocerus affinis;Acericerus vittifrons
Idioptera linnei;Eloeophila linnei
Idris flavicornis;Idris rufescens
Idris krygeri;Idris flavicornis
Idris striativentris;Idris nigroclavatus
Ilione lineata;Ilione (Ilione) lineata
Ilione rossica;Ilione (Ilione) rossica
Ilione albiseta;Ilione (Knutsonia) albiseta
Ilione corcyrensis;Ilione (Knutsonia) corcyrensis
Ilione trifaria;Ilione (Knutsonia) trifaria
Ilione unipunctata;Ilione (Knutsonia) unipunctata
Ilyocoris cimicoides;Ilyocoris cimicoides
Ilyocryptus alexandrinae;Ilyocryptus sordidus
Infernobates citelli;Oribella citelli
Infurcitinea nedae;Dryadaula nedae
Insalebria serraticornella;Cnephidia serraticornella
Inuromaesa maura;Urophora (Inuromaesa) maura
Ips sexdentatus;Oryzaephilus surinamensis
Irochrotus caspius;Irochrotus caspius
Irochrotus lanatus;Irochrotus lanatus
Irochrotus maculiventris;Irochrotus maculiventris
Jaera hopeana;Jaera hopeana
Ischnocolus andalusiacus;Ischnocolus valentinus
Ischnocolus holosericeus;Ischnocolus valentinus
Ischnocolus triangulifer;Ischnocolus valentinus
Isohypsibius bakonyiensis;Isohypsibius sattleri
Isohypsibius geddesi;Halobiotus stenostomus
Isometopus intrusus;Isometopus (Isometopus) intrusus
Isometopus kaznakovi;Isometopus (Isometopus) kaznakovi
Isometopus mirificus;Isometopus (Isometopus) mirificus
Isometopus nigritulus;Isometopus (Isometopus) nigritulus
Isometopus peregrinus;Isometopus (Isometopus) peregrinus
Isophrictis microlina;Isophrictis robinella
Issus bimaculatus;Issus coleoptratus
Isturgia pulinda;Isturgia deerraria
Itame messapiaria;Isturgia messapiaria
Itame sparsaria;Isturgia sparsaria
Iteaphila italica;Paraiteaphila italica
Jaera albifrons;Jaera albifrons
Jaera nordmanni;Jaera nordmanni
Janetiella siskiyou;Cupressatia siskiyou
Janthinea friwaldskii;Janthinea friwaldszkii
Julodis pubescens;Julodis ehrenbergii
Jungiella acuminata;Jungiella (Jungiella) acuminata
Jungiella bohemica;Jungiella (Psychogella) bohemica
Jungiella botosaneanui;Jungiella (Jungiella) botosaneanui
Jungiella calcicola;Jungiella (Jungiella) calcicola
Jungiella danica;Jungiella (Jungiella) danica
Jungiella ellisi;Telmatoscopus (Jungiella) ellisi
Jungiella furcillata;Jungiella (Jungiella) furcillata
Jungiella geniculata;Jungiella (Jungiella) geniculata
Jungiella hygrophila;Jungiella (Jungiella) hygrophila
Jungiella jadarica;Jungiella (Jungiella) jadarica
Jungiella laetabilis;Jungiella (Jungiella) laetabilis
Jungiella laminata;Jungiella (Jungiella) laminata
Jungiella lasvae;Jungiella (Jungiella) lasvae
Jungiella monikae;Jungiella (Jungiella) monikae
Jungiella parva;Jungiella (Jungiella) parva
Jungiella parvula;Jungiella (Jungiella) parvula
Jungiella procera;Jungiella (Jungiella) procera
Jungiella revelica;Jungiella (Jungiella) revelica
Jungiella ripicola;Jungiella (Jungiella) ripicola
Jungiella rozkosnyi;Jungiella (Jungiella) rozkosnyi
Jungiella septentrionalis;Jungiella (Jungiella) septentrionalis
Jungiella soleata;Jungiella (Jungiella) soleata
Jungiella sybaritana;Jungiella (Jungiella) sybaritana
Jungiella troianoi;Jungiella (Jungiella) troianoi
Jungiella consors;Jungiella (Parajungiella) consors
Jungiella interna;Jungiella (Parajungiella) interna
Jungiella longicornis;Jungiella (Parajungiella) longicornis
Jungiella pseudolongicornis;Jungiella (Parajungiella) pseudolongicornis
Jungiella aquatica;Jungiella (Psychocha) aquatica
Keijia tincta;Platnickina tincta
Kesselimyia chandleri;Paraplatypeza chandleri
Khawia baltica;Caryophyllaeus balticus
Khawia coregoni;Caryophyllaeus laticeps
Khorassania compositella;Pempelia compositella
Kirbya moerens;Kirbya (Kirbya) moerens
Kirbya unicolor;Kirbya (Kirbya) unicolor
Kleidotoma fusca;Kleidotoma coxalis
Klimeschia thymetella;Klimeschia thymetellum
Knipowitschia bergi;Hyrcanogobius bergi
Knipowitschia punctatissima;Knipowitschia croatica
Kowarzia amarantha;Clinocera (Kowarzia) amarantha
Kowarzia azorica;Clinocera (Kowarzia) azorica
Kowarzia barbatula;Clinocera (Kowarzia) barbatula
Kowarzia bipunctata;Clinocera (Kowarzia) bipunctata
Kowarzia calabricae;Clinocera (Kowarzia) calabricae
Kowarzia dahli;Clinocera (Kowarzia) dahli
Kowarzia fonticola;Clinocera (Kowarzia) fonticola
Kowarzia haemorrhoidalis;Clinocera (Kowarzia) haemorrhoidalis
Kowarzia italiae;Clinocera (Kowarzia) italiae
Kowarzia jalonae;Clinocera (Kowarzia) jalonae
Kowarzia madicola;Clinocera (Kowarzia) madicola
Kowarzia plectrum;Clinocera (Kowarzia) plectrum
Kowarzia rabacali;Clinocera (Kowarzia) rabacali
Kowarzia rivalis;Clinocera (Kowarzia) rivalis
Kowarzia sandaliae;Clinocera (Kowarzia) sandaliae
Kowarzia schnabli;Clinocera (Kowarzia) schnabli
Kowarzia subplectrum;Clinocera (Kowarzia) subplectrum
Kowarzia tenella;Clinocera (Kowarzia) tenella
Kowarzia tibiella;Clinocera (Kowarzia) tibiella
Laccobius gracilis;Microlaccobius alternus
Lacerta graeca;Hellenolacerta graeca
Lacerta laevis;Phoenicolacerta laevis
Ladigesocypris ghigii;Ladigesocypris mermere
Laetilia loxogramma;Macaronesiana loxogramma
Lagopus mutus;Lagopus muta
Lampetra fluviatilis;Lethenteron camtschaticum
Lampetra planeri;Lethenteron zanandreai
Lamprodema maura;Lamprodema maurum
Lampromyia canariensis;Lampromyia (Lampromyia) canariensis
Lampromyia fortunata;Lampromyia (Lampromyia) fortunata
Lampromyia funebris;Lampromyia (Lampromyia) funebris
Lampromyia iberica;Lampromyia (Lampromyia) iberica
Lampronia stangei;Incurvaria stangei
Lamproscatella bimaculata;Lamproscatella (Lamproscatella) bimaculata
Lamproscatella brunnipennis;Lamproscatella (Lamproscatella) brunnipennis
Lampyris zenkeri;Lampyris germariensis
Laparocerus palmensis;Laparocerus grossepunctatus
Larus ichthyaetus;Ichthyaetus ichthyaetus
Larinus longirostris;Phyllonomeus rusticanus
Larinus orientalis;Larinus vulpes
Larus atricilla;Leucophaeus atricilla
Larus audouinii;Ichthyaetus audouinii
Larus cirrocephalus;Chroicocephalus cirrocephalus
Larus genei;Chroicocephalus genei
Larus leucophthalmus;Ichthyaetus leucophthalmus
Larus melanocephalus;Ichthyaetus melanocephalus
Larus minutus;Hydrocoloeus minutus
Larus philadelphia;Chroicocephalus philadelphia
Larus pipixcan;Leucophaeus pipixcan
Larus ridibundus;Chroicocephalus ridibundus
Larus sabini;Xema sabini
Lasiobelba icaria;Lasiobelba quadriseta
Lasioglossum andradei;Lasioglossum orihuelicum
Lasioglossum bubulcus;Lasioglossum mesosclerum
Lasioglossum holtzi;Halictus resurgens
Lasioglossum makedonicum;Lasioglossum hilare
Lasioglossum perezi;Lasioglossum bimaculatum
Lasioglossum pseudomorbillosum;Lasioglossum discum
Lasionycta imbecilla;Eriopygodes imbecilla
Lasionycta impar;Eriopygodes impar
Lasionycta proxima;Lasionhada proxima
Lasiopogon bellardii;Lasiopogon montanus
Lasiopogon nanus;Lasiopogon montanus
Lasioseius bispinosus;Zerconopsis remiger
Lasioseius similis;Blattisocius tarsalis
Lasiosina laminata;Pseudopachychaeta laminata
Lateriporus mahdiaensis;Dendrouterina mahdiaensis
Lauroppia hauseri;Neotrichoppia hauseri
Lauroppia obscura;Lauroppia doris
Lauxania minor;Lauxania (Callixania) minor
Lauxania albomaculata;Calliopum albomaculatum
Lebertia affinis;Lebertia fimbriata
Lebertia ambigua;Lebertia cognata
Lebertia apposita;Lebertia maglioi
Lebertia arndti;Lebertia maculosa
Lebertia balcarica;Lebertia maglioi
Lebertia barsica;Lebertia haliki
Lebertia berlesei;Lebertia oudemansi
Lebertia caucasica;Lebertia porosa
Lebertia coacta;Lebertia pulsilla
Lebertia corsica;Lebertia sparsicapillata
Lebertia crassipalpis;Lebertia porosa
Lebertia densa;Lebertia dubia
Lebertia dubiaeformis;Lebertia helvetica
Lebertia extendens;Lebertia fontana
Lebertia gracilipes;Lebertia giardinai
Lebertia husmanni;Lebertia maglioi
Lebertia inversa;Lebertia cognata
Lebertia longiepimerata;Lebertia sparsicapillata
Lebertia macedonica;Lebertia insignis
Lebertia multipilosa;Lebertia natans
Lebertia neocomensis;Lebertia longiseta
Lebertia obesa;Lebertia cognata
Lebertia olonensis;Lebertia pusilla
Lebertia pseudotuberosa;Lebertia maculosa
Lebertia purpurea;Lebertia sparsicapillata
Lebertia relicta;Lebertia glabra
Lebertia robusta;Lebertia fontana
Lebertia schischkoffi;Lebertia maculosa
Lebertia schmidtii;Lebertia halberti
Lebertia scutellata;Lebertia maglioi
Lebertia sefveoides;Lebertia giardinai
Lebertia shadini;Lebertia oblonga
Lebertia silesiaca;Lebertia pusilla
Lebertia slovenica;Lebertia rufipes
Lebertia stackelbergi;Lebertia porosa
Lebertia sublitoralis;Lebertia oblonga
Lebertia tenuistriata;Lebertia fimbriata
Lebertia tuberosa;Lebertia schechteli
Lebertia wackeri;Lebertia inaequalis
Lebertia zermattensis;Lebertia maculosa
Lebertia zschokkei;Lebertia maculosa
Lecane punctata;Lecane tenuiseta
Leioseius bicolor;Gamasellodes bicolor
Leioseius brevipilis;Leioseius elongatus
Leioseius ibericus;Arctoseiodes ibericus
Leioseius insignis;Gamasellodes insignis
Leioseius magnanalis;Arctoseius magnanalis
Leioseius singularis;Protogamasellus singularis
Lejota beckeri;Lejota ruficornis
Leopoldius cabrilsensis;Leopoldius valvatus
Lepadella parvula;Lepadella patella
Lepidozetes conjunctus;Lepidozetes singularis
Lepthyphantes antroniensis;Palliduphantes antroniensis
Lepthyphantes bidentatus;Palliduphantes bidentatus
Leptocera alpina;Leptocera (Leptocera) alpina
Leptocera boruvkai;Leptocera (Leptocera) boruvkai
Leptocera caenosa;Leptocera (Leptocera) caenosa
Leptocera finalis;Leptocera (Leptocera) finalis
Leptocera fontinalis;Leptocera (Leptocera) fontinalis
Leptocera nigra;Leptocera (Leptocera) nigra
Leptocera oldenbergi;Leptocera (Leptocera) oldenbergi
Leptoconops acer;Leptoconops (Holoconops) acer
Leptoconops borealis;Leptoconops (Holoconops) borealis
Leptoconops gallicus;Leptoconops (Holoconops) gallicus
Leptoconops kerteszi;Leptoconops (Holoconops) kerteszi
Leptoconops pavlovskyi;Leptoconops (Holoconops) pavlovskyi
Leptoconops pugnax;Leptoconops (Holoconops) pugnax
Leptoconops bezzii;Leptoconops (Leptoconops) bezzii
Leptoconops bidentatus;Leptoconops (Leptoconops) bidentatus
Leptoconops irritans;Leptoconops (Leptoconops) irritans
Leptoconops lisbonnei;Leptoconops (Leptoconops) lisbonnei
Leptoconops noei;Leptoconops (Leptoconops) noei
Leptodrassus memorialis;Leptopilos memorialis
Leptogaster fragilissima;Leptogaster subtilis
